github repo,cve vendor,cve product,cve ids
ClusterLabs/pcs,clusterlabs,pcs,CVE-2016-0720 CVE-2016-0721 CVE-2017-2661 CVE-2022-1049 CVE-2022-2735
cockpit-project/cockpit,cockpit-project,cockpit,CVE-2019-3804 CVE-2020-35850 CVE-2021-3660 CVE-2021-3698
codecov/codecov-python,codecov,codecov-python,CVE-2019-10800
codehaus-plexus/plexus-archiver,codehaus-plexus,plexus-archiver,CVE-2018-1002200
codehaus-plexus/plexus-utils,codehaus-plexus,plexus-utils,CVE-2017-1000487
coder/code-server,coder,code-server,CVE-2021-3810 CVE-2021-42648
Codiad/Codiad,codiad,codiad,CVE-2013-7257 CVE-2014-9581 CVE-2014-9582 CVE-2017-1000125 CVE-2017-11366 CVE-2017-20178 CVE-2018-14009 CVE-2018-19423 CVE-2019-19208 CVE-2020-14042 CVE-2020-14043 CVE-2020-14044 CVE-2020-23355
collectd/collectd,collectd,collectd,CVE-2010-4336 CVE-2016-6254 CVE-2017-16820 CVE-2017-18240 CVE-2017-7401
collectiveaccess/providence,collectiveaccess,providence,CVE-2013-4507 CVE-2022-1825
Combodo/iTop,combodo,itop,CVE-2011-4275 CVE-2013-0805 CVE-2015-6544 CVE-2018-10642 CVE-2019-11215 CVE-2019-13965 CVE-2019-13966 CVE-2019-13967 CVE-2019-19821 CVE-2020-11696 CVE-2020-11697 CVE-2020-12777 CVE-2020-12778 CVE-2020-12779 CVE-2020-12780 CVE-2020-12781 CVE-2020-15218 CVE-2020-15219 CVE-2020-15220 CVE-2020-15221 CVE-2020-4079 CVE-2021-21406 CVE-2021-21407 CVE-2021-32663 CVE-2021-32664 CVE-2021-32775 CVE-2021-32776 CVE-2021-41161 CVE-2021-41162 CVE-2021-41245 CVE-2022-24780 CVE-2022-24811 CVE-2022-24870
concretecms/concretecms,concretecms,concretecms,CVE-2011-3183 CVE-2014-5107 CVE-2014-5108 CVE-2014-9526 CVE-2015-4721 CVE-2015-4724 CVE-2017-18195 CVE-2017-7725 CVE-2017-8082 CVE-2018-13790 CVE-2018-19146 CVE-2020-11476 CVE-2020-14961 CVE-2020-24986 CVE-2021-22949 CVE-2021-22950 CVE-2021-22951 CVE-2021-22953 CVE-2021-22954 CVE-2021-22958 CVE-2021-22966 CVE-2021-22967 CVE-2021-22968 CVE-2021-22969 CVE-2021-22970 CVE-2021-28145 CVE-2021-3111 CVE-2021-36766 CVE-2021-40097 CVE-2021-40098 CVE-2021-40099 CVE-2021-40100 CVE-2021-40101 CVE-2021-40102 CVE-2021-40103 CVE-2021-40104 CVE-2021-40105 CVE-2021-40106 CVE-2021-40108 CVE-2021-40109 CVE-2022-21829 CVE-2022-30117 CVE-2022-30118 CVE-2022-30119 CVE-2022-30120
containrrr/shoutrrr,containrrr,shoutrrr,CVE-2022-25891
contao/contao,contao,contao,CVE-2012-4383 CVE-2018-10125 CVE-2018-5478 CVE-2019-11512 CVE-2019-19712 CVE-2019-19714 CVE-2019-19745 CVE-2020-25768 CVE-2021-35210 CVE-2021-35955 CVE-2021-37626 CVE-2021-37627 CVE-2022-24899 CVE-2022-26265
contiki-ng/contiki-ng,contiki-ng,contiki-ng,CVE-2018-1000804 CVE-2018-16663 CVE-2018-16664 CVE-2018-16665 CVE-2018-16666 CVE-2018-16667 CVE-2018-19417 CVE-2019-8359 CVE-2019-9183 CVE-2020-12140 CVE-2020-12141 CVE-2020-13988 CVE-2020-14934 CVE-2020-14935 CVE-2020-14936 CVE-2020-14937 CVE-2020-24334 CVE-2020-24335 CVE-2020-24336 CVE-2020-27634 CVE-2021-21257 CVE-2021-21279 CVE-2021-21280 CVE-2021-21281 CVE-2021-21282 CVE-2021-21410 CVE-2021-32771
conversejs/converse.js,conversejs,converse.js,CVE-2017-5858 CVE-2018-6591
coreboot/coreboot,coreboot,coreboot,CVE-2022-29264
cornelisnetworks/opa-ff,cornelisnetworks,opa-ff,CVE-2015-5232
cornelisnetworks/opa-fm,cornelisnetworks,opa-fm,CVE-2015-5232
corosync/corosync,corosync,corosync,CVE-2013-0250 CVE-2018-1084
Corveda/PHPSandbox,corveda,phpsandbox,CVE-2014-125107
Cotonti/Cotonti,cotonti,cotontisiena,
craftcms/cms,craftcms,craftcms,
Creatiwity/wityCMS,creatiwity,witycms,CVE-2018-11512 CVE-2018-12065 CVE-2018-14029 CVE-2018-16250 CVE-2018-16251 CVE-2018-16776 CVE-2022-29725
cryptomator/cryptomator,cryptomator,cryptomator,CVE-2022-25366
ctrlo/lenio,ctrlo,lenio,CVE-2021-4253 CVE-2021-4254 CVE-2021-4255 CVE-2021-4256 CVE-2021-4257
cure53/DOMPurify,cure53,dompurify,CVE-2019-16728 CVE-2019-25155 CVE-2020-26870
curl/curl,curl,curl,CVE-2005-3185 CVE-2009-0037 CVE-2010-3842 CVE-2012-0036
curl/curl,curl,curl,CVE-2005-3185 CVE-2009-0037 CVE-2010-3842 CVE-2012-0036
cyberark/conjur-oss-helm-chart,cyberark,conjur-oss-helm-chart,CVE-2020-4062
cyrusimap/cyrus-sasl,cyrusimap,cyrus-sasl,CVE-2002-1347 CVE-2019-19906 CVE-2022-24407
darold/squidclamav,darold,squidclamav,CVE-2012-3501 CVE-2012-4667
dataease/dataease,dataease,dataease,CVE-2021-38239 CVE-2022-23331
DaveGamble/cJSON,davegamble,cjson,CVE-2016-10749 CVE-2018-1000215 CVE-2018-1000216 CVE-2018-1000217 CVE-2019-1010239 CVE-2019-11834 CVE-2019-11835
dbartholomae/lambda-middleware,dbartholomae,lambda-middleware,CVE-2021-4437
dbeaver/dbeaver,dbeaver,dbeaver,CVE-2021-3836
deis/workflow-manager,deis,workflow-manager,CVE-2016-15036
DEMON1A/Discord-Recon,demon1a,discord-recon,CVE-2021-21433 CVE-2021-29461
denkGroot/Spina,denkgroot,spina,CVE-2015-4619
detekt/detekt,detekt,detekt,CVE-2022-0272
diffplug/goomph,diffplug,goomph,CVE-2022-26049
digint/btrbk,digint,btrbk,CVE-2021-38173
digitalbazaar/forge,digitalbazaar,forge,CVE-2020-7720 CVE-2022-0122 CVE-2022-24771 CVE-2022-24772 CVE-2022-24773
dino/dino,dino,dino,CVE-2019-16235 CVE-2019-16236 CVE-2019-16237 CVE-2021-33896
DIPlib/diplib,diplib,diplib,CVE-2021-39432
discordjs/opus,discordjs,opus,CVE-2022-25345
discourse/discourse,discourse,discourse,CVE-2019-1020017 CVE-2019-1020018 CVE-2019-15515 CVE-2020-24327 CVE-2021-3138 CVE-2021-32764 CVE-2021-32788 CVE-2021-37633 CVE-2021-37693 CVE-2021-37703 CVE-2021-39161 CVE-2021-41082 CVE-2021-41095 CVE-2021-41163 CVE-2021-41271 CVE-2021-43792 CVE-2021-43793 CVE-2021-43794 CVE-2021-43850 CVE-2022-21642 CVE-2022-21677 CVE-2022-21678 CVE-2022-21684 CVE-2022-23546 CVE-2022-23548 CVE-2022-23549 CVE-2022-23641 CVE-2022-24782 CVE-2022-24804 CVE-2022-24824 CVE-2022-24850
discourse/discourse-footnote,discourse,discourse-footnote,CVE-2021-43827
discourse/discourse-reactions,discourse,discourse-reactions,CVE-2021-41140
discourse/message_bus,discourse,message_bus,CVE-2021-43840
discourse/rails_multisite,discourse,rails_multisite,CVE-2021-41263
django-cms/django-cms,django-cms,django-cms,CVE-2015-5081 CVE-2021-44649
dns-stats/hedgehog,dns-stats,hedgehog,CVE-2021-4276
Doc2k/re-chat,doc2k,re-chat,CVE-2016-15035
docsifyjs/docsify,docsifyjs,docsify,CVE-2020-7680 CVE-2021-23342 CVE-2021-30074
dogtagpki/pki,dogtagpki,dogtagpki,
dokuwiki/dokuwiki,dokuwiki,dokuwiki,CVE-2009-1960 CVE-2010-0287 CVE-2010-0288 CVE-2010-0289 CVE-2011-2510 CVE-2011-3727 CVE-2012-3354 CVE-2014-8761 CVE-2014-8762 CVE-2014-8763 CVE-2014-8764 CVE-2014-9253 CVE-2015-2172 CVE-2016-7964 CVE-2016-7965 CVE-2017-12583 CVE-2017-12979 CVE-2017-12980 CVE-2017-18123 CVE-2018-15474 CVE-2022-28919
Dolibarr/dolibarr,dolibarr,dolibarr,CVE-2014-7137 CVE-2015-3935 CVE-2015-8685 CVE-2016-1912 CVE-2017-14238 CVE-2017-14239 CVE-2017-14240 CVE-2017-14241 CVE-2017-14242 CVE-2017-9435 CVE-2017-9840 CVE-2018-10092 CVE-2018-10094 CVE-2018-10095 CVE-2018-16808 CVE-2018-16809 CVE-2018-19799 CVE-2018-9019 CVE-2019-19209 CVE-2019-19210 CVE-2019-19211 CVE-2019-19212 CVE-2020-12669 CVE-2020-13094 CVE-2020-14201 CVE-2020-14209 CVE-2020-14443 CVE-2021-25954 CVE-2021-25955 CVE-2021-25956 CVE-2021-25957 CVE-2021-42220
dollarshaveclub/shave,dollarshaveclub,shave,CVE-2019-12313
domoticz/domoticz,domoticz,domoticz,CVE-2019-10664 CVE-2019-10678 CVE-2019-15480
dompdf/dompdf,dompdf,dompdf,CVE-2014-2383
doorgets/doorGets,doorgets,doorgets,CVE-2018-11126 CVE-2018-20064
doxygen/doxygen,doxygen,doxygen,CVE-2016-10245
DPDK/dpdk,dpdk,dpdk,CVE-2015-1142857
dpgaspar/Flask-AppBuilder,dpgaspar,flask-appbuilder,CVE-2021-29621 CVE-2021-32805 CVE-2021-41265 CVE-2022-21659 CVE-2022-24776
dropbox/lepton,dropbox,lepton,CVE-2017-7448 CVE-2017-8891 CVE-2018-12108 CVE-2018-20819 CVE-2018-20820 CVE-2022-26181
dropwizard/dropwizard,dropwizard,dropwizardvalidation,
dutchcoders/transfer.sh,dutchcoders,transfer.sh,CVE-2021-33496 CVE-2021-33497
e-Contract/dssp,e-contract,dssp,CVE-2016-15011
eclipse/milo,eclipse,milo,CVE-2022-25897
edx/edx-platform,edx,edx-platform,CVE-2015-2186 CVE-2015-5601 CVE-2015-6253 CVE-2015-6671 CVE-2015-6960 CVE-2016-10765 CVE-2016-10766 CVE-2017-18380 CVE-2017-18381 CVE-2018-20859 CVE-2021-39248
eggjs/extend2,eggjs,extend2,CVE-2021-23568
EGroupware/egroupware,egroupware,egroupware,CVE-2004-1467 CVE-2005-1129 CVE-2005-1202 CVE-2005-1203 CVE-2007-3154 CVE-2007-3155 CVE-2007-5091 CVE-2008-1502 CVE-2008-2041 CVE-2010-3313 CVE-2010-3314 CVE-2011-4948 CVE-2011-4949 CVE-2011-4950 CVE-2011-4951 CVE-2012-2211 CVE-2014-2027 CVE-2014-2987 CVE-2014-2988 CVE-2017-14920
ehang-io/nps,ehang-io,nps,CVE-2019-15119
elabftw/elabftw,elabftw,elabftw,CVE-2017-1000478 CVE-2019-12185 CVE-2021-32698 CVE-2021-41171 CVE-2021-43833 CVE-2021-43834
elastic/elasticsearch,elastic,elasticsearch,CVE-2015-1427 CVE-2015-5377 CVE-2018-17244 CVE-2018-17247 CVE-2018-3826 CVE-2018-3831 CVE-2019-7611 CVE-2019-7614 CVE-2019-7619 CVE-2020-7009 CVE-2020-7014 CVE-2020-7019 CVE-2020-7020 CVE-2020-7021 CVE-2021-22132 CVE-2021-22134 CVE-2021-22135 CVE-2021-22137 CVE-2021-22144 CVE-2021-22145 CVE-2021-22146 CVE-2021-22147 CVE-2021-37937 CVE-2022-23708 CVE-2022-23712
elastic/elasticsearch,elastic,elasticsearch,CVE-2015-1427 CVE-2015-5377 CVE-2018-17244 CVE-2018-17247 CVE-2018-3826 CVE-2018-3831 CVE-2019-7611 CVE-2019-7614 CVE-2019-7619 CVE-2020-7009 CVE-2020-7014 CVE-2020-7019 CVE-2020-7020 CVE-2020-7021 CVE-2021-22132 CVE-2021-22134 CVE-2021-22135 CVE-2021-22137 CVE-2021-22144 CVE-2021-22145 CVE-2021-22146 CVE-2021-22147 CVE-2021-37937 CVE-2022-23708 CVE-2022-23712
electron/electron,electron,electron,CVE-2017-12581
electron/electron,electron,electron,CVE-2017-12581
Elgg/Elgg,elgg,elgg,CVE-2011-2935 CVE-2011-2936 CVE-2011-3733 CVE-2012-6561 CVE-2012-6562 CVE-2012-6563 CVE-2013-0234 CVE-2019-11016 CVE-2021-3964 CVE-2021-3980 CVE-2021-4072
emlog/emlog,emlog,emlog,CVE-2018-18316 CVE-2019-16868 CVE-2019-17073 CVE-2020-18194 CVE-2020-19028 CVE-2020-21013 CVE-2020-21014 CVE-2020-21321 CVE-2020-21585 CVE-2020-21654 CVE-2021-30081 CVE-2021-30227 CVE-2021-31737 CVE-2021-3293 CVE-2021-40883 CVE-2021-44584 CVE-2022-1526 CVE-2022-23379 CVE-2022-23872
Enalean/tuleap,enalean,tuleap,CVE-2014-7176 CVE-2014-7177 CVE-2014-7178 CVE-2014-8791 CVE-2017-7411 CVE-2017-7981 CVE-2018-17298 CVE-2018-7538 CVE-2018-7634 CVE-2021-41142 CVE-2021-41147 CVE-2021-41148 CVE-2021-41154 CVE-2021-41155 CVE-2021-41276 CVE-2021-43782 CVE-2021-43806 CVE-2022-23473 CVE-2022-24896
encode/django-rest-framework,encode,django-rest-framework,CVE-2020-25626
engelsystem/engelsystem,engelsystem,engelsystem,CVE-2018-19182
envoyproxy/envoy,envoyproxy,envoy,CVE-2019-15225 CVE-2019-15226 CVE-2019-18801 CVE-2019-18802 CVE-2019-18836 CVE-2019-18838 CVE-2019-9900 CVE-2019-9901 CVE-2020-11767 CVE-2020-12603 CVE-2020-12604 CVE-2020-12605 CVE-2020-15104 CVE-2020-25017 CVE-2020-25018 CVE-2020-35470 CVE-2020-35471 CVE-2020-8660 CVE-2020-8663 CVE-2021-21378 CVE-2021-28682 CVE-2021-28683 CVE-2021-29258 CVE-2021-29492 CVE-2021-32777 CVE-2021-32778 CVE-2021-32779 CVE-2021-32780 CVE-2021-32781 CVE-2021-39162 CVE-2021-39204 CVE-2021-39206 CVE-2021-43824 CVE-2021-43825 CVE-2021-43826 CVE-2022-21654 CVE-2022-21655 CVE-2022-21656 CVE-2022-21657 CVE-2022-23606 CVE-2022-29224 CVE-2022-29225 CVE-2022-29226 CVE-2022-29227 CVE-2022-29228
eProsima/Fast-DDS,eprosima,fast-dds,CVE-2021-38425
Ericsson/codechecker,ericsson,codechecker,CVE-2021-44217
erlang/otp,erlang,erlang\/otp,
Erudika/para,erudika,para,CVE-2022-1782 CVE-2022-1848
Erudika/scoold,erudika,scoold,CVE-2021-46372 CVE-2022-1543
erxes/erxes,erxes,erxes,CVE-2021-32853
esphome/esphome,esphome,esphomefirmware,
espocrm/espocrm,espocrm,espocrm,CVE-2014-7985 CVE-2014-7986 CVE-2014-7987 CVE-2014-8330 CVE-2018-17301 CVE-2018-17302 CVE-2019-13643 CVE-2019-14329 CVE-2019-14330 CVE-2019-14331 CVE-2019-14349 CVE-2019-14350 CVE-2019-14351 CVE-2019-14546 CVE-2019-14547 CVE-2019-14548 CVE-2019-14549 CVE-2019-14550 CVE-2021-3539
espressif/arduino-esp32,espressif,arduino-esp32,CVE-2019-12586
espressif/esp-idf,espressif,esp-idf,CVE-2018-18558 CVE-2019-12586 CVE-2019-12587 CVE-2019-15894 CVE-2020-12638 CVE-2020-13594 CVE-2020-13595 CVE-2020-16146 CVE-2021-28135 CVE-2021-28136 CVE-2021-28139 CVE-2022-24893
espressif/esp-idf,espressif,esp-idf,CVE-2018-18558 CVE-2019-12586 CVE-2019-12587 CVE-2019-15894 CVE-2020-12638 CVE-2020-13594 CVE-2020-13595 CVE-2020-16146 CVE-2021-28135 CVE-2021-28136 CVE-2021-28139 CVE-2022-24893
espruino/Espruino,espruino,espruino,CVE-2018-11590 CVE-2018-11591 CVE-2018-11592 CVE-2018-11593 CVE-2018-11594 CVE-2018-11595 CVE-2018-11596 CVE-2018-11597 CVE-2018-11598 CVE-2020-19693 CVE-2020-22884 CVE-2020-23257 CVE-2021-46323 CVE-2021-46324 CVE-2021-46325 CVE-2022-25044 CVE-2022-25465
ethereum/go-ethereum,ethereum,go-ethereum,CVE-2018-12018 CVE-2018-16733 CVE-2018-19184 CVE-2018-20421 CVE-2020-26240 CVE-2020-26241 CVE-2020-26242 CVE-2020-26264 CVE-2020-26265 CVE-2021-39137 CVE-2021-41173 CVE-2021-42219 CVE-2021-43668 CVE-2022-23327 CVE-2022-23328 CVE-2022-29177
ethereum/go-ethereum,ethereum,go-ethereum,CVE-2018-12018 CVE-2018-16733 CVE-2018-19184 CVE-2018-20421 CVE-2020-26240 CVE-2020-26241 CVE-2020-26242 CVE-2020-26264 CVE-2020-26265 CVE-2021-39137 CVE-2021-41173 CVE-2021-42219 CVE-2021-43668 CVE-2022-23327 CVE-2022-23328 CVE-2022-29177
Ettercap/ettercap,ettercap,ettercap,CVE-2002-0276 CVE-2005-1796
EventSource/eventsource,eventsource,eventsource,CVE-2022-1650
evmos/evmos,evmos,evmos,CVE-2022-24738
Exim/exim,exim,exim,CVE-2010-2023 CVE-2010-2024 CVE-2010-4344 CVE-2010-4345 CVE-2011-0017 CVE-2011-1407 CVE-2011-1764 CVE-2012-5671 CVE-2014-2957 CVE-2014-2972 CVE-2016-1531 CVE-2016-9963 CVE-2017-1000369 CVE-2017-16943 CVE-2017-16944 CVE-2018-6789 CVE-2019-10149 CVE-2019-13917 CVE-2019-15846 CVE-2019-16928 CVE-2020-12783 CVE-2020-28007 CVE-2020-28008 CVE-2020-28009 CVE-2020-28010 CVE-2020-28011 CVE-2020-28012 CVE-2020-28013 CVE-2020-28014 CVE-2020-28015 CVE-2020-28016 CVE-2020-28017 CVE-2020-28018 CVE-2020-28019 CVE-2020-28020 CVE-2020-28021 CVE-2020-28022 CVE-2020-28023 CVE-2020-28024 CVE-2020-28025 CVE-2020-28026 CVE-2020-8015 CVE-2021-27216 CVE-2021-38371
Exiv2/exiv2,exiv2,exiv2,CVE-2007-6353 CVE-2008-2696 CVE-2014-9449 CVE-2017-1000126 CVE-2017-1000127 CVE-2017-1000128 CVE-2017-11336 CVE-2017-11337 CVE-2017-11338 CVE-2017-11339 CVE-2017-11340 CVE-2017-11553 CVE-2017-11591 CVE-2017-11592 CVE-2017-11683 CVE-2017-12955 CVE-2017-12956 CVE-2017-12957 CVE-2017-14857 CVE-2017-14858 CVE-2017-14859 CVE-2017-14860 CVE-2017-14861 CVE-2017-14862 CVE-2017-14863 CVE-2017-14864 CVE-2017-14865 CVE-2017-14866 CVE-2017-17669 CVE-2017-17722 CVE-2017-17723 CVE-2017-17724 CVE-2017-17725 CVE-2017-18005 CVE-2017-9239 CVE-2017-9953 CVE-2018-10772 CVE-2018-10780 CVE-2018-10958 CVE-2018-10998 CVE-2018-10999 CVE-2018-11037 CVE-2018-11531 CVE-2018-12264 CVE-2018-12265 CVE-2018-14046 CVE-2018-14338 CVE-2018-16336 CVE-2018-17229 CVE-2018-17230 CVE-2018-17282 CVE-2018-17581 CVE-2018-18915 CVE-2018-19107 CVE-2018-19108 CVE-2018-19535 CVE-2018-19607 CVE-2018-20096 CVE-2018-20097 CVE-2018-20098 CVE-2018-20099 CVE-2018-4868 CVE-2018-5772 CVE-2018-8976 CVE-2018-8977 CVE-2018-9144 CVE-2018-9145 CVE-2018-9303 CVE-2018-9304 CVE-2018-9305 CVE-2019-13108 CVE-2019-13109 CVE-2019-13110 CVE-2019-13111 CVE-2019-13112 CVE-2019-13113 CVE-2019-13114 CVE-2019-13504 CVE-2019-14368 CVE-2019-14369 CVE-2019-14370 CVE-2019-14982 CVE-2019-17402 CVE-2019-20421 CVE-2019-9143 CVE-2019-9144 CVE-2020-18771 CVE-2020-18773 CVE-2020-18774 CVE-2020-18831 CVE-2020-18898 CVE-2020-18899 CVE-2020-19716 CVE-2021-29457 CVE-2021-29458 CVE-2021-29463 CVE-2021-29464 CVE-2021-29470 CVE-2021-29473 CVE-2021-29623 CVE-2021-31292 CVE-2021-32617 CVE-2021-32815 CVE-2021-34334 CVE-2021-34335 CVE-2021-3482 CVE-2021-37615 CVE-2021-37616 CVE-2021-37618 CVE-2021-37619 CVE-2021-37620 CVE-2021-37621 CVE-2021-37622 CVE-2021-37623
expo/expo,expo,expo,CVE-2020-24653
exponentcms/exponent-cms,exponentcms,exponent-cms,CVE-2010-5002 CVE-2013-3294 CVE-2013-3295 CVE-2014-6635 CVE-2014-8690 CVE-2015-1177 CVE-2015-8667 CVE-2015-8684 CVE-2016-2242 CVE-2016-7095 CVE-2016-7400 CVE-2016-7443 CVE-2016-7452 CVE-2016-7453 CVE-2016-7565 CVE-2016-7780 CVE-2016-7781 CVE-2016-7782 CVE-2016-7783 CVE-2016-7784 CVE-2016-7788 CVE-2016-7789 CVE-2016-7790 CVE-2016-7791 CVE-2016-8897 CVE-2016-8898 CVE-2016-8899 CVE-2016-8900 CVE-2016-9019 CVE-2016-9020 CVE-2016-9021 CVE-2016-9022 CVE-2016-9023 CVE-2016-9025 CVE-2016-9026 CVE-2016-9087 CVE-2016-9134 CVE-2016-9135 CVE-2016-9182 CVE-2016-9183 CVE-2016-9184 CVE-2016-9242 CVE-2016-9272 CVE-2016-9282 CVE-2016-9283 CVE-2016-9284 CVE-2016-9285 CVE-2016-9286 CVE-2016-9287 CVE-2016-9288 CVE-2016-9481 CVE-2017-18213 CVE-2017-5879 CVE-2017-7991 CVE-2017-8085 CVE-2021-32441 CVE-2021-38751 CVE-2022-23047 CVE-2022-23048 CVE-2022-23049
Exrick/xmall,exrick,xmall,CVE-2021-43432
eyoucms/eyoucms,eyoucms,eyoucms,CVE-2019-17430 CVE-2020-18129 CVE-2020-19669 CVE-2020-20642 CVE-2020-20645 CVE-2020-21929 CVE-2020-21930 CVE-2020-24000 CVE-2020-28146 CVE-2021-39428 CVE-2021-39496 CVE-2021-39497 CVE-2021-39499 CVE-2021-39500 CVE-2021-39501 CVE-2021-42194 CVE-2021-46255 CVE-2022-26273 CVE-2022-26279
F21/jwt,f21,jwt,CVE-2015-2951
facebook/buck,facebook,buck,CVE-2018-6331
facebook/folly,facebook,folly,CVE-2018-6337 CVE-2019-11934 CVE-2021-24036
facebook/hermes,facebook,hermes,CVE-2020-1896 CVE-2020-1911 CVE-2020-1912 CVE-2020-1913 CVE-2020-1914 CVE-2020-1915 CVE-2021-24037 CVE-2021-24044 CVE-2021-24045 CVE-2022-27810
facebook/hhvm,facebook,hhvm,CVE-2016-1000004 CVE-2016-1000005 CVE-2016-1000006 CVE-2016-1000109 CVE-2016-6870 CVE-2016-6871 CVE-2016-6872 CVE-2016-6873 CVE-2016-6874 CVE-2016-6875 CVE-2018-6332 CVE-2018-6334 CVE-2018-6335 CVE-2018-6337 CVE-2018-6340 CVE-2018-6345 CVE-2019-11925 CVE-2019-11926 CVE-2019-11929 CVE-2019-11930 CVE-2019-11935 CVE-2019-11936 CVE-2019-3556 CVE-2019-3557 CVE-2019-3561 CVE-2019-3569 CVE-2020-1888 CVE-2020-1892 CVE-2020-1893 CVE-2020-1898 CVE-2020-1899 CVE-2020-1900 CVE-2020-1916 CVE-2020-1917 CVE-2020-1918 CVE-2020-1919 CVE-2020-1921 CVE-2021-24025 CVE-2021-24036
facebook/mcrouter,facebook,mcrouter,CVE-2019-11923 CVE-2019-11937
facebook/mvfst,facebook,mvfst,CVE-2021-24029
facebook/proxygen,facebook,proxygen,CVE-2018-6343 CVE-2019-11921 CVE-2019-11940 CVE-2020-1897 CVE-2021-24029
facebook/react,facebook,react,CVE-2018-6341
facebook/react-native,facebook,react-native,CVE-2020-1920
facebook/react-native,facebook,react-native,CVE-2020-1920
facebook/wangle,facebook,wangle,CVE-2019-3554 CVE-2019-3563
fail2ban/fail2ban,fail2ban,fail2ban,CVE-2006-6302 CVE-2007-4321 CVE-2009-0362 CVE-2009-5023 CVE-2012-5642 CVE-2013-2178 CVE-2013-7176 CVE-2013-7177 CVE-2021-32749
FasterXML/jackson-databind,fasterxml,jackson-databind,CVE-2017-15095 CVE-2017-17485 CVE-2017-7525 CVE-2018-11307 CVE-2018-12022 CVE-2018-12023 CVE-2018-14718 CVE-2018-14719 CVE-2018-14720 CVE-2018-14721 CVE-2018-19360 CVE-2018-19361 CVE-2018-19362 CVE-2018-5968 CVE-2018-7489 CVE-2019-12086 CVE-2019-12384 CVE-2019-12814 CVE-2019-14379 CVE-2019-14439 CVE-2019-14540 CVE-2019-14892 CVE-2019-14893 CVE-2019-16335 CVE-2019-16942 CVE-2019-16943 CVE-2019-17267 CVE-2019-17531 CVE-2019-20330 CVE-2020-10650 CVE-2020-10672 CVE-2020-10673 CVE-2020-10968 CVE-2020-10969 CVE-2020-11111 CVE-2020-11112 CVE-2020-11113 CVE-2020-11619 CVE-2020-11620 CVE-2020-14060 CVE-2020-14061 CVE-2020-14062 CVE-2020-14195 CVE-2020-24616 CVE-2020-24750 CVE-2020-25649 CVE-2020-35490 CVE-2020-35491 CVE-2020-35728 CVE-2020-36179 CVE-2020-36180 CVE-2020-36181 CVE-2020-36182 CVE-2020-36183 CVE-2020-36184 CVE-2020-36185 CVE-2020-36186 CVE-2020-36187 CVE-2020-36188 CVE-2020-36189 CVE-2020-36518 CVE-2020-8840 CVE-2020-9546 CVE-2020-9547 CVE-2020-9548 CVE-2021-20190 CVE-2021-46877
FasterXML/jackson-dataformats-binary,fasterxml,jackson-dataformats-binary,CVE-2020-28491
fastify/fastify,fastify,fastify,CVE-2018-3711 CVE-2020-8192
fastify/fastify-multipart,fastify,fastify-multipart,CVE-2020-8136 CVE-2021-23597
fastify/github-action-merge-dependabot,fastify,github-action-merge-dependabot,CVE-2022-29220
Fastspot/bigtree-form-builder,fastspot,bigtree-form-builder,CVE-2016-10215
fatfreecrm/fat_free_crm,fatfreecrm,fat_free_crm,CVE-2013-7222 CVE-2013-7223 CVE-2013-7224 CVE-2013-7225 CVE-2013-7249 CVE-2014-5441 CVE-2015-1585 CVE-2018-1000842 CVE-2018-20975 CVE-2019-10226
